country,book,chapter,chapter_position,part_position,question_number,question_id,criteria_short,answer,justification,source_file,file_stem
Russia,Aelita,On The Stairs,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The setting is entirely civilian and domestic.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,11,q11,Is space characterized like another military domain?,Other / Unsure,"The domestic, philosophical setting does not clearly map to any specific domain analogy.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,12,q12,how physically different is space from earth?,Moderately different (regular adaptation needed),"Living on Mars with alien flora, fauna, and customs requires regular adaptation, though the estate provides comfort.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,1,q1,is space something to be contested,No contestation,"Los and Gusev arrive at the house, bathe, eat, and sleep. The house steward tends to them. Los experiences homesickness. Aelita sends flowers.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers are temporary guests in a Martian house.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They have recently arrived on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"The Martian house with its alien food, bathing customs, and the house steward's behavior reveal alien domestic culture.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,5,q5,do you speak same language on earth vs space ?,Other / Unsure,Communication with the steward is limited to gestures and incomprehensible speech.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,"The house provides comfort with baths, food, and beds, though the alien setting remains unfamiliar.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev are on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,8,q8,are there different countries in space? Or just one?,Single unified authority,The house is part of Tuscoob's estate under centralized authority.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,9,q9,genre of the book,Adventure / exploration,"Experiencing alien domestic life for the first time, tasting Martian food and wine, and receiving flowers from Aelita continues the exploration.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The domestic setting is entirely civilian.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,11,q11,Is space characterized like another military domain?,Other / Unsure,The domestic setting does not map to a clear domain analogy.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Rest,NA,NA,12,q12,how physically different is space from earth?,Moderately different (regular adaptation needed),"Alien food, alien bathing customs, and the strange environment require adaptation but are not threatening.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,1,q1,is space something to be contested,No contestation,Aelita teaches Los and Gusev using a telepathic misty ball and a screen-based primer. The lessons are peaceful.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers remain temporary visitors.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They are on Mars after the short journey.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"Aelita's telepathic misty ball that reads thoughts and projects images, and the screen-based language primer, reveal radically advanced alien technology and culture.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,5,q5,do you speak same language on earth vs space ?,Distinct space language(s),"Aelita teaches them Martian language using the screen primer. By the end, Los understands her words and the language begins to settle into their consciousness.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,The library setting is comfortable and safe.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev are humans on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,8,q8,are there different countries in space? Or just one?,Single unified authority,Tuscoob's authority governs the estate.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,9,q9,genre of the book,Adventure / exploration,Learning an alien language through telepathic technology and discovering Aelita's thought-reading abilities constitute exploration of alien culture.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The setting is a library with language lessons. Entirely civilian.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,11,q11,Is space characterized like another military domain?,Other / Unsure,The educational setting does not map to a specific domain.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Ball Of Mist,NA,NA,12,q12,how physically different is space from earth?,Moderately different (regular adaptation needed),Telepathic technology and alien language learning require mental adaptation but the environment is physically comfortable.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,1,q1,is space something to be contested,"Low contestation (minor competition, little open conflict)",Gusev accidentally views a Supreme Council session on screen where Tuscoob argues about Taltsetl (Earth). A council member shouts at Tuscoob. The tension hints at political conflict but no open violence occurs.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers remain temporary guests at Tuscoob's estate.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They are on Mars after the short journey.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"The Supreme Council session, the screen telephone system, the khavra drug festivals with lottery drums, and the social customs Ikha describes reveal a radically alien society.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,5,q5,do you speak same language on earth vs space ?,Distinct space language(s),Gusev converses with Ikha in Martian. She understands him despite his poor accent.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,The estate is comfortable but the accidental eavesdropping on the Supreme Council reveals hidden dangers.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev are humans on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,8,q8,are there different countries in space? Or just one?,Single unified authority,The Supreme Council governs Mars. Tuscoob is described as ruler of all the countries of Tuma.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,9,q9,genre of the book,Thriller / Horror / Survival,"Gusev's accidental discovery of the Supreme Council session, Ikha's terror at being caught, and the revelation that the council is plotting against the travelers creates thriller tension.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The domestic setting is civilian. Gusev explores the house and watches entertainment screens.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,11,q11,Is space characterized like another military domain?,Other / Unsure,The domestic setting does not map to a specific domain.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,A Chance Discovery,NA,NA,12,q12,how physically different is space from earth?,Moderately different (regular adaptation needed),Alien technology like screen telephones and the khavra drug culture require adaptation.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,1,q1,is space something to be contested,No contestation,"Aelita narrates the ancient history of Mars to Los: the Aol tribes, the shepherd's teachings, and the arrival of Magatsitls from Earth. No present-day conflict occurs.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers remain temporary visitors listening to Aelita's story.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They are on Mars after the short journey. The story describes the ancient Magatsitl migration from Earth to Mars in bronze egg-ships.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"The history of the Aols, the shepherd's philosophy, and the Magatsitl conquest reveal a radically different civilization with its own mythology, religion, and social development.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,5,q5,do you speak same language on earth vs space ?,Distinct space language(s),"Aelita tells the story in Martian, which Los now understands fluently.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,The library setting is safe.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev are humans on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,8,q8,are there different countries in space? Or just one?,Single unified authority,Tuscoob's authority governs the estate and Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,9,q9,genre of the book,Adventure / exploration,"Aelita's narration of Mars's ancient history, the Magatsitl migration from Earth, and the origin of Martian civilization is intellectual exploration and discovery.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The library setting is entirely civilian.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,11,q11,Is space characterized like another military domain?,Other / Unsure,The narrative setting does not map to a specific domain.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's First Story,NA,NA,12,q12,how physically different is space from earth?,Moderately different (regular adaptation needed),The alien library and storytelling customs require cultural adaptation.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Aelita's Morning,NA,NA,1,q1,is space something to be contested,Moderate contestation (ongoing rivalry/disputes),Aelita's screen conversation with Tuscoob reveals his anger and suspicion about the Sons of the Sky. She consults her teacher about the conflict in the Supreme Council. Political tension over the travelers' fate intensifies.,Russia_Aelita.csv,Russia_Aelita
